1	1	1623
2	1	8531
3	1	10473
4	1	18373
5	1	21151
6	2	20796
7	2	21617
8	2	24099
9	2	24512
10	2	24774
11	3	15752
12	3	20035
13	3	20773
14	3	21205
15	3	22090
16	4	1500
17	4	1962
18	4	16283
19	4	17683
20	4	17825
21	5	8497
22	5	10745
23	5	12610
24	5	13712
25	5	15336
26	6	22519
27	6	22632
28	6	22706
29	6	23227
30	6	24825
31	7	6811
32	7	23007
33	7	23038
34	7	23724
35	7	24386
36	8	5828
37	8	9162
38	8	10351
39	8	18327
40	8	24444
41	9	431
42	9	2228
43	9	22408
44	9	22720
45	9	23697
46	10	9218
47	10	14138
48	10	21294
49	10	24205
50	10	24243
51	11	4346
52	11	18646
53	11	18708
54	11	20979
55	11	23454
56	12	6966
57	12	11994
58	12	17935
59	12	21513
60	12	24385
61	13	2787
62	13	13536
63	13	21352
64	13	21397
65	13	22124
66	14	1269
67	14	1352
68	14	9116
69	14	12249
70	14	14337
71	15	1714
72	15	9193
73	15	24018
74	15	24811
75	15	24978
76	16	3990
77	16	4742
78	16	12384
79	16	15828
80	16	24816
81	17	7559
82	17	19577
83	17	22321
84	17	24564
85	17	24664
86	18	11854
87	18	15725
88	18	22711
89	18	24188
90	18	24280
91	19	951
92	19	3270
93	19	12448
94	19	17620
95	19	20747
96	20	2751
97	20	6786
98	20	15251
99	20	21098
100	20	22976
101	21	4290
102	21	8522
103	21	10634
104	21	12339
105	21	19196
106	22	3678
107	22	15248
108	22	22776
109	22	24336
110	22	24792
111	23	7079
112	23	19467
113	23	21291
114	23	22036
115	23	23854
116	24	146
117	24	834
118	24	15803
119	24	19439
120	24	23950
121	25	17659
122	25	19019
123	25	21400
124	25	23596
125	25	24879
126	26	1571
127	26	3084
128	26	4841
129	26	5585
130	26	7468
131	27	7297
132	27	14774
133	27	19173
134	27	20109
135	27	20494
136	28	6373
137	28	16738
138	28	19553
139	28	23924
140	28	24037
141	29	19119
142	29	21172
143	29	21698
144	29	21734
145	29	21965
146	30	5001
147	30	22527
148	30	24105
149	30	24298
150	30	24992
151	31	7707
152	31	16350
153	31	17902
154	31	18059
155	31	21740
156	32	9313
157	32	11982
158	32	14653
159	32	19456
160	32	19838
161	33	10544
162	33	16191
163	33	20314
164	33	22251
165	33	24583
166	34	3004
167	34	22668
168	34	23390
169	34	23708
170	34	24790
171	35	14050
172	35	18709
173	35	20564
174	35	22016
175	35	23526
176	36	12475
177	36	12479
178	36	12806
179	36	19809
180	36	19950
181	37	6201
182	37	11871
183	37	15691
184	37	19290
185	37	21648
186	38	15469
187	38	19728
188	38	23157
189	38	23412
190	38	24927
191	39	17784
192	39	21850
193	39	22411
194	39	22937
195	39	23162
196	40	4275
197	40	19601
198	40	20095
199	40	20517
200	40	23715
201	41	3944
202	41	11508
203	41	14161
204	41	15885
205	41	17692
206	42	1826
207	42	8630
208	42	11375
209	42	12245
210	42	13944
211	43	2574
212	43	5250
213	43	7697
214	43	8266
215	43	12780
216	44	15587
217	44	19813
218	44	20888
219	44	22040
220	44	23606
221	45	7920
222	45	19425
223	45	22348
224	45	24031
225	45	24521
226	46	16805
227	46	20030
228	46	21114
229	46	21121
230	46	24973
231	47	13772
232	47	16490
233	47	17018
234	47	17874
235	47	19596
236	48	14571
237	48	14586
238	48	17462
239	48	20596
240	48	23769
241	49	13556
242	49	15625
243	49	17927
244	49	21562
245	49	24683
246	50	1058
247	50	10597
248	50	12577
249	50	13801
250	50	15671
251	51	9100
252	51	15315
253	51	20270
254	51	20486
255	51	22824
256	52	7114
257	52	18082
258	52	21279
259	52	22280
260	52	22731
261	53	420
262	53	17735
263	53	17843
264	53	19663
265	53	24106
266	54	6413
267	54	16822
268	54	18305
269	54	19363
270	54	20113
271	55	1966
272	55	18426
273	55	18532
274	55	20198
275	55	24769
276	56	5990
277	56	13848
278	56	16784
279	56	20183
280	56	23547
281	57	4889
282	57	17952
283	57	23896
284	57	24363
285	57	24607
286	58	4669
287	58	5361
288	58	15066
289	58	22128
290	58	23863
291	59	8048
292	59	11430
293	59	11596
294	59	13880
295	59	20547
296	60	2249
297	60	5693
298	60	11040
299	60	12003
300	60	16554
301	61	9393
302	61	15672
303	61	18972
304	61	21583
305	61	23492
306	62	5639
307	62	10242
308	62	20035
309	62	20276
310	62	21363
311	63	9878
312	63	13609
313	63	15494
314	63	17544
315	63	17710
316	64	10126
317	64	23728
318	64	24546
319	64	24945
320	64	24989
321	65	11396
322	65	12090
323	65	16273
324	65	17205
325	65	24732
326	66	9312
327	66	14435
328	66	14913
329	66	16965
330	66	24843
331	67	18044
332	67	19056
333	67	21369
334	67	22390
335	67	24768
336	68	3138
337	68	5842
338	68	11176
339	68	14324
340	68	24791
341	69	6077
342	69	17912
343	69	18063
344	69	19643
345	69	24891
346	70	1582
347	70	1800
348	70	4464
349	70	19439
350	70	23950
351	71	12592
352	71	17265
353	71	23780
354	71	24340
355	71	24406
356	72	2907
357	72	5111
358	72	9071
359	72	24127
360	72	24820
361	73	18432
362	73	18552
363	73	19799
364	73	24392
365	73	24989
366	74	13263
367	74	17030
368	74	17226
369	74	18001
370	74	21655
371	75	12214
372	75	17914
373	75	22383
374	75	24669
375	75	24750
376	76	13956
377	76	16643
378	76	18489
379	76	19477
380	76	20271
381	77	7201
382	77	10934
383	77	18446
384	77	23555
385	77	24587
386	78	13075
387	78	17254
388	78	17724
389	78	23472
390	78	24712
391	79	6565
392	79	16758
393	79	18943
394	79	20616
395	79	23263
396	80	8975
397	80	9132
398	80	10269
399	80	15792
400	80	19276
401	81	9683
402	81	10936
403	81	14765
404	81	22751
405	81	23745
406	82	12507
407	82	21962
408	82	22914
409	82	23182
410	82	24946
411	83	9309
412	83	17898
413	83	18374
414	83	20091
415	83	20410
416	84	2292
417	84	9830
418	84	17502
419	84	21745
420	84	22872
421	85	15194
422	85	21767
423	85	22292
424	85	22761
425	85	24190
426	86	10114
427	86	14916
428	86	15402
429	86	16023
430	86	17782
431	87	2665
432	87	13056
433	87	17104
434	87	21676
435	87	24281
436	88	6239
437	88	15980
438	88	17205
439	88	17850
440	88	24936
441	89	3340
442	89	12573
443	89	14532
444	89	17305
445	89	24430
446	90	16603
447	90	19434
448	90	21165
449	90	21470
450	90	22086
451	91	2540
452	91	6337
453	91	12437
454	91	21165
455	91	21470
456	92	14363
457	92	18742
458	92	20729
459	92	21130
460	92	22955
461	93	15305
462	93	19369
463	93	22457
464	93	23990
465	93	24817
466	94	1884
467	94	6363
468	94	9915
469	94	10576
470	94	14285
471	95	7218
472	95	13593
473	95	19525
474	95	21595
475	95	22383
476	96	8705
477	96	10363
478	96	13581
479	96	13742
480	96	24654
481	97	298
482	97	7675
483	97	13004
484	97	14736
485	97	15578
486	98	7042
487	98	9606
488	98	13786
489	98	21553
490	98	23000
491	99	2287
492	99	3930
493	99	8332
494	99	8815
495	99	11322
496	100	10125
497	100	14289
498	100	17943
499	100	22987
500	100	24768
501	101	7273
502	101	14881
503	101	15424
504	101	16236
505	101	18874
506	102	4473
507	102	8958
508	102	22012
509	102	22424
510	102	24136
511	103	3099
512	103	13597
513	103	21193
514	103	22652
515	103	24126
516	104	7326
517	104	9761
518	104	19675
519	104	20374
520	104	20416
521	105	1755
522	105	2515
523	105	4111
524	105	8357
525	105	18757
526	106	1119
527	106	9042
528	106	12578
529	106	13287
530	106	21876
531	107	1309
532	107	19859
533	107	23551
534	107	24053
535	107	24664
536	108	10158
537	108	15058
538	108	23152
539	108	23907
540	108	24563
541	109	2040
542	109	6007
543	109	10642
544	109	19194
545	109	19589
546	110	3196
547	110	3925
548	110	4795
549	110	5205
550	110	21408
551	111	1613
552	111	10159
553	111	12975
554	111	15383
555	111	20687
556	112	10271
557	112	12676
558	112	23484
559	112	23643
560	112	24693
561	113	13224
562	113	23134
563	113	23424
564	113	23858
565	113	24693
566	114	13369
567	114	13984
568	114	14915
569	114	17246
570	114	18987
571	115	11804
572	115	19059
573	115	22927
574	115	24155
575	115	24327
576	116	11936
577	116	15607
578	116	17873
579	116	20897
580	116	22338
581	117	16833
582	117	21668
583	117	22325
584	117	23199
585	117	23570
586	118	9406
587	118	11318
588	118	23848
589	118	24555
590	118	24613
591	119	1489
592	119	10243
593	119	16112
594	119	16156
595	119	16511
596	120	2044
597	120	8265
598	120	10217
599	120	15552
600	120	22894
601	121	12296
602	121	22233
603	121	22762
604	121	23473
605	121	24333
606	122	3377
607	122	4004
608	122	7444
609	122	9457
610	122	17625
611	123	5800
612	123	15674
613	123	22424
614	123	24559
615	123	24928
616	124	6440
617	124	17242
618	124	18508
619	124	19037
620	124	20198
621	125	18079
622	125	19706
623	125	22405
624	125	24034
625	125	24346
626	126	450
627	126	10353
628	126	12161
629	126	21235
630	126	21484
631	127	1154
632	127	6137
633	127	16879
634	127	17452
635	127	18469
636	128	20371
637	128	22201
638	128	22615
639	128	23959
640	128	23973
641	129	14996
642	129	19089
643	129	21632
644	129	23452
645	129	23603
646	130	3358
647	130	3760
648	130	7085
649	130	10673
650	130	13831
651	131	15639
652	131	16093
653	131	16961
654	131	23131
655	131	23685
656	132	9535
657	132	12869
658	132	13604
659	132	22193
660	132	22899
661	133	4102
662	133	10124
663	133	22424
664	133	23159
665	133	24265
666	134	14315
667	134	16895
668	134	22992
669	134	23629
670	134	23956
671	135	4907
672	135	9394
673	135	17956
674	135	19045
675	135	21647
676	136	1746
677	136	20601
678	136	21732
679	136	22666
680	136	24778
681	137	11742
682	137	14380
683	137	15637
684	137	17470
685	137	21621
686	138	6666
687	138	8059
688	138	14569
689	138	21557
690	138	21915
691	139	2238
692	139	19638
693	139	20385
694	139	23207
695	139	24771
696	140	8282
697	140	13000
698	140	23583
699	140	24340
700	140	24406
701	141	15262
702	141	17679
703	141	21776
704	141	22179
705	141	23341
706	142	6153
707	142	7776
708	142	8298
709	142	8352
710	142	10726
711	143	1042
712	143	1162
713	143	16004
714	143	20459
715	143	24687
716	144	6668
717	144	14039
718	144	23895
719	144	24263
720	144	24726
721	145	20118
722	145	21424
723	145	23016
724	145	23900
725	145	24640
726	146	24
727	146	8802
728	146	11690
729	146	12730
730	146	15771
731	147	424
732	147	3104
733	147	6940
734	147	10036
735	147	24445
736	148	5255
737	148	21329
738	148	22617
739	148	23753
740	148	24740
741	149	8075
742	149	14159
743	149	16255
744	149	16758
745	149	21389
746	150	15352
747	150	16176
748	150	16849
749	150	19941
750	150	23810
751	151	20020
752	151	22948
753	151	22961
754	151	23399
755	151	24259
756	152	8357
757	152	9040
758	152	10865
759	152	12607
760	152	23121
761	153	6068
762	153	9291
763	153	13284
764	153	17374
765	153	24391
766	154	12784
767	154	21529
768	154	22664
769	154	24182
770	154	24528
771	155	5028
772	155	13267
773	155	22976
774	155	23324
775	155	24179
776	156	3993
777	156	4776
778	156	10384
779	156	17969
780	156	23605
781	157	2773
782	157	7285
783	157	9281
784	157	10569
785	157	24088
786	158	4708
787	158	6266
788	158	16052
789	158	24805
790	158	24927
791	159	1424
792	159	7332
793	159	12717
794	159	18688
795	159	22608
796	160	4742
797	160	7339
798	160	11971
799	160	13285
800	160	22455
801	161	18969
802	161	20933
803	161	21259
804	161	22569
805	161	22727
806	162	1510
807	162	18009
808	162	18981
809	162	19770
810	162	22950
811	163	565
812	163	2295
813	163	2891
814	163	4990
815	163	23549
816	164	2848
817	164	12084
818	164	13092
819	164	15252
820	164	19516
821	165	15399
822	165	19471
823	165	23533
824	165	24306
825	165	24308
826	166	7081
827	166	17087
828	166	21799
829	166	22803
830	166	23495
831	167	9914
832	167	11717
833	167	12404
834	167	21959
835	167	23802
836	168	15521
837	168	19559
838	168	20047
839	168	20372
840	168	22739
841	169	3173
842	169	5671
843	169	12163
844	169	18148
845	169	19565
846	170	228
847	170	478
848	170	1944
849	170	5759
850	170	9492
851	171	539
852	171	4673
853	171	6901
854	171	12405
855	171	14415
856	172	16488
857	172	20209
858	172	24051
859	172	24083
860	172	24112
861	173	9522
862	173	10407
863	173	14454
864	173	14545
865	173	18707
866	174	3456
867	174	3754
868	174	10649
869	174	15454
870	174	21296
871	175	7733
872	175	8351
873	175	18557
874	175	20885
875	175	24852
876	176	17702
877	176	19393
878	176	20149
879	176	20754
880	176	21164
881	177	1157
882	177	2332
883	177	9748
884	177	16717
885	177	19664
886	178	17300
887	178	18545
888	178	23038
889	178	23724
890	178	24386
891	179	6116
892	179	9766
893	179	9781
894	179	10922
895	179	13639
896	180	5849
897	180	13433
898	180	20752
899	180	23914
900	180	24275
901	181	628
902	181	4126
903	181	9163
904	181	11587
905	181	13697
906	182	17660
907	182	23082
908	182	23964
909	182	24313
910	182	24637
911	183	300
912	183	3115
913	183	8772
914	183	12325
915	183	13523
916	184	2764
917	184	9271
918	184	15563
919	184	19930
920	184	24577
921	185	1153
922	185	12306
923	185	21663
924	185	22232
925	185	24762
926	186	1002
927	186	11510
928	186	14037
929	186	18336
930	186	23637
931	187	6809
932	187	9199
933	187	18960
934	187	19313
935	187	21600
936	188	6787
937	188	7195
938	188	15003
939	188	16689
940	188	17960
941	189	16127
942	189	18481
943	189	19099
944	189	22092
945	189	24139
946	190	3168
947	190	8314
948	190	16055
949	190	16237
950	190	18896
951	191	13755
952	191	13807
953	191	17798
954	191	19875
955	191	23377
956	192	19609
957	192	22590
958	192	23362
959	192	23935
960	192	24949
961	193	3977
962	193	21784
963	193	22639
964	193	23337
965	193	23867
966	194	5535
967	194	14259
968	194	17590
969	194	18148
970	194	20548
971	195	23249
972	195	23624
973	195	23704
974	195	24898
975	195	24999
976	196	6861
977	196	7680
978	196	15258
979	196	22073
980	196	23838
981	197	7320
982	197	19329
983	197	21468
984	197	22512
985	197	23087
986	198	2901
987	198	7640
988	198	17742
989	198	18477
990	198	22640
991	199	7415
992	199	19864
993	199	22069
994	199	24584
995	199	24619
996	200	15268
997	200	19192
998	200	22800
999	200	23708
1000	200	24895
1001	201	10050
1002	201	18062
1003	201	19202
1004	201	19255
1005	201	24328
1006	202	14458
1007	202	20399
1008	202	22625
1009	202	23637
1010	202	24370
1011	203	4993
1012	203	7626
1013	203	21342
1014	203	23050
1015	203	24644
1016	204	5845
1017	204	7665
1018	204	16140
1019	204	20652
1020	204	23813
1021	205	7051
1022	205	15657
1023	205	20964
1024	205	22274
1025	205	22350
1026	206	845
1027	206	9163
1028	206	11587
1029	206	14574
1030	206	22296
1031	207	17517
1032	207	21986
1033	207	22141
1034	207	23103
1035	207	24589
1036	208	18484
1037	208	19792
1038	208	21730
1039	208	23341
1040	208	24708
1041	209	14040
1042	209	14389
1043	209	24336
1044	209	24792
1045	209	24862
1046	210	16715
1047	210	16774
1048	210	19630
1049	210	20214
1050	210	20427
1051	211	508
1052	211	5383
1053	211	17196
1054	211	22854
1055	211	23409
1056	212	12373
1057	212	17055
1058	212	23323
1059	212	23607
1060	212	24666
1061	213	3344
1062	213	21508
1063	213	23167
1064	213	24602
1065	213	24840
1066	214	3259
1067	214	3617
1068	214	6228
1069	214	9912
1070	214	14971
1071	215	2823
1072	215	4947
1073	215	10126
1074	215	15810
1075	215	17259
1076	216	6461
1077	216	9823
1078	216	13566
1079	216	18378
1080	216	21672
1081	217	6409
1082	217	9294
1083	217	12966
1084	217	16900
1085	217	17483
1086	218	4638
1087	218	15253
1088	218	20171
1089	218	22370
1090	218	24128
1091	219	9991
1092	219	11081
1093	219	17980
1094	219	19910
1095	219	20310
1096	220	8429
1097	220	18417
1098	220	19226
1099	220	20894
1100	220	21805
1101	221	225
1102	221	4748
1103	221	14706
1104	221	24260
1105	221	24711
1106	222	6156
1107	222	8036
1108	222	8522
1109	222	9157
1110	222	14395
1111	223	4804
1112	223	12619
1113	223	22850
1114	223	23677
1115	223	24259
1116	224	17120
1117	224	20056
1118	224	22284
1119	224	23590
1120	224	24123
1121	225	221
1122	225	878
1123	225	4712
1124	225	7164
1125	225	11869
1126	226	9599
1127	226	12684
1128	226	18955
1129	226	23522
1130	226	24016
1131	227	2585
1132	227	9866
1133	227	17353
1134	227	23295
1135	227	24190
1136	228	170
1137	228	369
1138	228	6394
1139	228	10199
1140	228	19128
1141	229	8623
1142	229	14809
1143	229	16539
1144	229	24754
1145	229	24865
1146	230	8693
1147	230	15039
1148	230	17773
1149	230	19392
1150	230	19600
1151	231	2504
1152	231	3988
1153	231	10293
1154	231	13923
1155	231	19584
1156	232	1886
1157	232	4596
1158	232	16579
1159	232	17842
1160	232	21583
1161	233	1833
1162	233	9506
1163	233	17931
1164	233	19667
1165	233	24426
1166	234	8529
1167	234	14227
1168	234	16597
1169	234	23472
1170	234	23849
1171	235	6642
1172	235	6688
1173	235	8344
1174	235	22097
1175	235	23172
1176	236	6622
1177	236	16292
1178	236	16627
1179	236	21939
1180	236	24645
1181	237	8249
1182	237	8354
1183	237	15022
1184	237	20530
1185	237	24133
1186	238	326
1187	238	2401
1188	238	3069
1189	238	13884
1190	238	23651
1191	239	294
1192	239	21241
1193	239	24471
1194	239	24531
1195	239	24788
1196	240	2235
1197	240	4258
1198	240	10141
1199	240	10285
1200	240	23844
1201	241	2326
1202	241	17321
1203	241	19535
1204	241	22968
1205	241	24390
1206	242	1844
1207	242	12894
1208	242	14588
1209	242	16112
1210	242	17837
1211	243	9091
1212	243	18854
1213	243	22571
1214	243	22997
1215	243	24653
1216	244	8427
1217	244	16404
1218	244	18988
1219	244	22598
1220	244	22967
1221	245	4609
1222	245	5726
1223	245	13499
1224	245	24220
1225	245	24592
1226	246	5075
1227	246	14856
1228	246	17131
1229	246	18339
1230	246	23517
1231	247	1700
1232	247	3823
1233	247	12927
1234	247	19238
1235	247	24595
1236	248	7894
1237	248	9291
1238	248	12127
1239	248	14712
1240	248	24138
1241	249	8212
1242	249	19680
1243	249	20467
1244	249	21142
1245	249	23874
1246	250	8736
1247	250	9883
1248	250	14102
1249	250	14863
